V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_9v4YciIRqhpasUx,Default Response Set,Anonymous,,,195.221.44.8,0,9/14/15 09:03,9/14/15 09:30,1,1,1,0,0,8.774,0,1,21,1,0,0,20.21,0,,,,,,,1,9,9,Cette somme me semblait correct.,1,9,9,9,7,8,8,8,8,7,6,6,1,7,7,5,2,5,1,8,9,5,8,8,7,9,5,2,3,1,9,1,5,1,0,0,0,0,6,7,2,2,3,1,2,Je pense que l'̩tude actuelle tente de montrer la capacit̩ �� faire confiance et �� ̻tre ind̩pendant vis �� vis des autres. Elle tente de le montrer par le biais de question sur notre personalit̩.,Non,9,2,2,2,78,1,"France, Ard̬che",1,45.17149353,5.722396851,-1
R_a5Z9lJ7n92pRRkJ,Default Response Set,Anonymous,,,195.221.44.8,0,9/9/15 13:59,9/9/15 14:29,1,1,1,19.838,20.79,49.191,2,1,,,,,,,400,1,0,0,14.573,0,1,9,1,Je pr̩f̬re que tout le groupe gagne une somme ̩gale au d̩triment de mon enrichissement personnel.,1,9,3,8,7,8,6,7,9,5,5,4,7,4,5,3,9,8,8,8,8,8,8,9,7,3,2,1,3,5,1,3,5,1,1,1,0,0,5,8,1,3,3,2,2,"Je pense que cette ̩tude tente de montrer la part d'individualism,e ou au contraire de g̩n̩rosit̩ et de confiance, au sein de chaque d̩cision prise.",Non,4,4,4,6,76,1,"Grenoble, Is̬re",5,45.17149353,5.722396851,-1
R_AoqJmC7v9ld24lX,Default Response Set,Anonymous,,,195.221.44.3,0,9/16/15 12:56,9/16/15 13:19,1,1,1,0,0,61.44,0,1,,,,,,,400,1,0,0,12.824,0,1,9,1,"Je travail toujours en ̩quipe. / Peut importe la situation, j'utilise toujours l'esprit de groupe pour unifier les gens",1,5,1,5,6,1,7,3,2,2,9,1,8,7,1,7,7,9,8,9,9,2,9,9,8,1,7,3,7,5,3,2,5,1,0,0,0,0,8,9,1,2,1,2,1,"Je trouve cette ̩tude int̩ressante. / Le sujet ( l'argent ) ̩tant plus ou moins tabou en France, cela permet de confirmer si tout est vrai. / Et aussi de voir si les gens sont aussi pingre et effrayer par les inconnus.",non,7,3,4,9,73,1,France / Marseille,0,45.17149353,5.722396851,-1
R_AoYRCi9TJbXfPEJ,Default Response Set,Anonymous,,,195.221.44.17,0,9/10/15 16:33,9/10/15 17:03,1,1,1,0,0,155.882,0,1,,,,,,,280,1,0,0,25.207,0,1,9,9,"j'ai verser 280 centimes soit 2euros80 car cel�� repr̩sente un peu plus de la moiti̩ de ma cagnotte initiale. Ainsi si les autres personnes du groupe d̩cident de verser au moins 2 euros cela nous fera un total de gain de 4 euro chacun. J'ai pr̩f̩r̩ miser un peu plus que la moiti̩, pour avoir plus de gains et ne pas perdre toute ma cagnotte personelle au cas ou les autres personnes n'ont pas miser plus de la moiti̩.",1,9,2,8,6,9,5,8,4,4,4,3,2,3,7,5,4,7,5,6,5,6,4,8,8,1,8,6,4,2,3,9,5,1,0,0,0,0,2,5,3,1,2,1,2,"A mon avis, je pense que cette ̩tude insite les gens participant �� l'̩tude a prendre une d̩cision en fonction de leur propore inter̻t et en fonction de la confiance en autrui.",non,4,9,2,2,75,2,Savoie,2,45.17149353,5.722396851,-1
R_bjfKRJoxohxPfd7,Default Response Set,Anonymous,,,195.221.44.3,0,9/9/15 14:03,9/9/15 14:33,1,1,1,0,0,94.978,0,1,,,,,,,400,1,12.44,12.44,23.121,1,1,9,1,"Si tout le groupe se met d'accord pour contribuer de 4��� chacun, tout le monde aura le maximum b̩n̩fice ̩gal aux autres.",1,9,8,9,9,9,3,8,9,5,6,5,1,1,2,1,8,6,5,9,8,5,5,7,3,1,1,2,2,2,5,9,1,1,2,2,0,1,2,5,2,3,2,1,2,L'̩tude tente de montrer dans quelle mesure une personne peut faire confiance �� des inconnus : si elle compte sur leur coop̩ration pour le bien commun ou si elle pr̩f̬re tirer un maximum de profits personnels gr̢ce aux autres.,"En sachant que le descriptif de l'̩tude disait qu'on serait r̩mun̩r̩ entre 5 et 15���, j'ai pens̩ que l'exp̩rience propos̩e au d̩but ̩tait r̩elle. J'ai donc peut ̻tre effectivement ̩t̩ mise avec 3 autres individus et recevrai l'argent en cons̩quence de l'exp̩rience.",4,2,6,4,76,2,"Ijevsk, Russie",0,45.17149353,5.722396851,-1
R_cLMoZpuNgGvN0n7,Default Response Set,Anonymous,,,195.221.44.3,0,9/16/15 16:10,9/16/15 16:37,1,1,1,0,0,81.297,0,1,,,,,,,250,1,0,0,46.39,0,1,6,9,"J'ai d̩cid̩ de mettre 250c, pour proposer un partage de la somme qui me parąt le plus ̩quitable possible.",1,8,4,8,9,8,3,5,7,6,5,2,3,2,5,9,3,9,9,7,9,9,9,8,9,1,4,5,7,2,3,6,7,1,0,0,0,0,7,10,1,2,3,2,2,Elle tente de montrer les interactions que peuvent avoir les gens sur les autres et la confiance que l'on peut accorder aux gens connus ou inconnus; en prenant en compte une partie de la personnalit̩ des gens. / Cette ̩tude tente de le montrer tout simplement en demandant aux personnes directement ce qu'elles en pensent.,Non aucune suspicion.,6,3,6,2,77,1,Sonnay 38 France,4,45.17149353,5.722396851,-1
R_D1dnZ7Yd9qU9TQl,Default Response Set,Anonymous,,,195.221.44.11,0,9/16/15 12:56,9/16/15 13:25,1,1,1,0,0,104.012,0,1,400,1,0,0,11.35,0,,,,,,,1,9,1,"Par solidarit̩ communautaire, la mise est ainsi doubl̩ pour toutes les personnes",1,3,3,8,7,9,4,5,7,6,1,6,1,2,3,1,8,8,6,8,8,7,7,8,6,5,2,8,6,5,3,8,2,1,0,0,0,0,3,9,3,3,2,2,2,"�� mon sens, l'̩tude tente de montrer comment s'organise les rapports entre les hommes : qu'est-ce qui est �� la base des rapports entre les hommes, l'individualisme ou l'̩change et la compr̩hension de l'autre ?  /  / Si je comprends l'exp̩rience de cette fa̤on, l'exp̩rience est int̩ressante notamment dans la partie ""questions"" qui permet de savoir si l'on est sociable ou non. La premi̬re partie ""argent"" renseigne sur l'individualisme",Pas de suspicions ni doutes,6,2,6,2,73,1,"Mauriac, Cantal Auvergne",1,45.17149353,5.722396851,-1
R_DdGj3S4MWnXVsGt,Default Response Set,Anonymous,,,195.221.44.5,0,9/14/15 15:06,9/14/15 15:27,1,1,1,0,0,55.973,0,1,,,,,,,10,1,0,0,28.039,0,1,9,1,"j'ai choisit de donner ce montant car j'ai voulu donner comme m̻me quelque choses mais pas trop non plus,  je n'ai pas jouer la tactique .",1,7,3,7,9,5,7,6,4,5,1,3,1,1,4,5,7,8,7,8,9,9,9,9,9,4,6,7,8,5,8,5,6,1,4,0,1,1,6,10,1,3,1,2,2,Je pense que cette ̩tude essay̩e de montrer comment les gens r̩agissent quand il y a une relation entre argent et individus . Elle essay̩e de voir qui pense �� l'int̩r̻t d'̩quipe et qui pense a un int̩r̻t personnel quand il s'agit d'argent . Elle essay̩e de montrer que beaucoup plus d'individus penserais d'abord �� leurs propres int̩r̻ts que �� l'int̩r̻ts collectifs surtout quans l'argent est en jeux.,non,6,2,6,2,77,2,France 38,2,45.17149353,5.722396851,-1
R_DoQM73PdjF61pXr,Default Response Set,Anonymous,,,195.221.44.28,0,9/14/15 09:15,9/14/15 09:34,1,1,1,0,0,63.863,0,1,,,,,,,322,1,0,0,27.47,0,1,7,2,"Parce qu'il faut donner plus aux autres qu'a soi m̻me. EN r̩alit̩, l'argent ne sert �� rien alors que les ̩motions g̩n̩r̩s par le partage et par la bonne entente, suite au partage de l'argent est autrement superieur aux sentiments ressentis lorsque l'on gagne un peu plus.  / On nous dit tout le temps de partager, c'est ce que je fais aujourd'hui. Je me fiche de gagner plus que l'un de mes co̩quipier, puisque nous pouvons gagner ensemble.",1,2,4,8,5,4,8,7,2,3,3,4,2,1,1,5,9,9,8,9,9,8,8,6,9,3,1,7,7,1,8,9,5,1,0,0,0,0,8,9,3,3,1,1,2,"Cette ̩tude fut interresante.  / Elle cherche �� d̩montrer que l'on peut compter les uns sur les autres et combiens nous accordons de confiance aux autres. Je m'explique. Le fait de commencer avec un test sur l'argent nous met en difficult̩ de confiance, si jamais une personne pourrait gagner plus que les autres ou au contraire si elle donnerait plus que les autres. Cette experience nous place ensuite sur comment l'on peut faire confiance �� autruis, et comment on peut se mettre en conformit̩ avec lui. Elle nous place devant notre hypocrisie et nous donne un aspect diff̩rent de la confiance envers autruis.",L'argent nous fait douter quoi qu'il arrive.,6,2,7,2,78,1,"Aubenas, Ard̬che",1,45.17149353,5.722396851,-1
R_DpCQWJyobGvleKt,Default Response Set,Anonymous,,,195.221.44.17,0,9/9/15 14:08,9/9/15 14:35,1,1,1,10.659,10.659,132.313,1,1,,,,,,,400,1,0,0,12.267,0,1,9,9,"En choisissant d'allouer 400 c, la somme est doubl̩e pour moi si les",1,6,1,9,9,9,5,9,9,8,6,1,3,1,9,9,1,9,9,9,9,9,9,9,7,4,1,8,6,4,5,9,9,1,0,0,0,0,1,5,2,3,3,1,2,Je pense que l'̩tude a pour but de savoir si les personnes sont capable de prendre une decision pr̩cise et en combien de temps.,Non,9,7,9,7,76,2,"France, Dr̫me",4,45.17149353,5.722396851,-1
R_DraZwNJpGIwpcdP,Default Response Set,Anonymous,,,195.221.44.17,0,9/9/15 15:26,9/9/15 15:49,1,1,1,0,0,49.871,0,1,20,1,0,0,24.678,0,,,,,,,1,4,2,pour les besoins prancipales,1,5,4,6,8,1,8,8,4,1,3,2,6,2,6,3,5,9,7,8,7,8,5,7,9,6,4,9,7,9,5,9,7,1,0,0,0,0,2,5,3,2,2,1,1,je pense que cet ̩tude met l'accent sur le comportement de la personne et comment celle ci pourra comminiquer avec les autres,non,5,2,4,9,73,1,Benghazi-Libye,1,45.17149353,5.722396851,-1
R_DRTRAAWWsD9DBOp,Default Response Set,Anonymous,,,195.221.44.28,0,9/11/15 14:02,9/11/15 14:29,1,1,1,0,0,67.954,0,1,,,,,,,400,1,0,0,22.928,0,1,9,1,Pour que tout le monde soit gagnant de mani̬re ̩quitable,1,6,6,7,9,8,4,6,8,6,5,6,3,6,6,4,6,9,8,7,8,7,9,9,9,7,8,8,8,5,7,6,8,1,0,0,0,0,3,6,2,1,3,1,2,Elle essaie de savoir si on peux avoir confiance ou non avec des inconnus et tente de le montrer par le partage de chacun en mettant en jeux l'argent,non,6,2,5,6,77,2,France 38 St martin d'uriage,1,45.17149353,5.722396851,-1
R_DwYaCaUPQxGS2Zz,Default Response Set,Anonymous,,,195.221.44.5,0,9/9/15 16:40,9/9/15 17:02,1,1,1,0,0,92.837,0,1,158,1,0,0,14.661,0,,,,,,,1,9,1,j'ai choisi d'allouer le montant de 160 centimes car cela me semble une somme acceptable si l'on contribue chacun d'entre nous,1,5,1,7,8,1,6,5,2,2,1,1,2,1,1,2,4,6,3,9,9,4,9,7,9,2,2,4,8,1,4,3,2,1,1,1,0,1,3,7,3,3,2,2,2,"Je pense qu'elle permet de montrer l'individualisme des personnes, le manques de g̩n̩reusit̩, et �� quel point les gens peuvent se sentir seuls",non,9,5,9,5,76,2,haute savoie,3,45.17149353,5.722396851,-1
R_ebUWXc65wCNOR4R,Default Response Set,Anonymous,,,195.221.44.4,0,9/11/15 14:03,9/11/15 14:37,1,1,1,0,0,453.635,0,1,,,,,,,1,1,0,0,85.927,0,1,9,1,"si je verse un centime et que les deux autres personnes ne prennent pas le risque de ne rien miser mais au contraire de tout miser, 400 cents chacun alors j'aurais un peu pr̬s 6,5 euros",1,9,4,4,9,6,9,9,6,1,9,3,7,7,6,7,3,6,6,9,6,6,8,6,4,6,8,1,2,4,1,9,9,1,0,3,0,0,1,4,2,1,2,1,2,"la coci̩t̩ individualiste dans laquelle on vit, inscrit dans unprocessus de d̩shumanisation","""non""",5,4,5,2,71,1,38,1,45.17149353,5.722396851,-1
R_eJAaeUbtbPd0Xf3,Default Response Set,Anonymous,,,195.221.44.27,0,9/10/15 14:22,9/10/15 14:38,1,1,1,0,0,160.796,0,1,326,1,0,0,15.48,0,,,,,,,1,9,1,Pour que l'argent soit r̩parti ̩quitablement.,1,5,6,8,5,4,5,5,6,6,3,7,3,3,2,1,7,7,7,5,5,7,6,6,5,3,6,1,5,4,6,3,4,1,10,0,0,2,7,8,3,3,3,2,2,Elle cherche �� montrer jusqu'�� quel point nous pouvons faire confiance aux autres m̬me si nous ne les connaissons pas.,non,2,7,2,6,70,2,France 05,0,45.17149353,5.722396851,-1
R_esTmHpebAMXAwb7,Default Response Set,Anonymous,,,195.221.44.2,0,9/14/15 15:11,9/14/15 15:21,1,1,1,0,0,70.048,0,1,,,,,,,400,1,0,0,18.095,0,1,9,1,"pour que chacun puisse gagner plus et moi ̩galement, c'est ̩galement le choix que tout le monde devrait prendre",1,5,8,9,8,7,5,9,8,9,7,7,3,5,7,7,2,5,5,6,9,2,7,4,9,2,1,2,5,4,3,1,5,1,1,1,0,0,3,5,3,1,2,1,2,"elle tente de montrer si nous d̩cisions ont pour but de servir l'int̩r̻t g̩n̩ral ou notre int̩r̻t propre, et quel caract̬re est plus enclin �� servir un type d'int̩r̻t",non,9,3,2,6,73,2,"Gu̩reins, 01",0,45.17149353,5.722396851,-1
R_O6ZM6DuwixuewsF,Default Response Set,Anonymous,,,195.221.44.4,0,9/9/15 09:10,9/9/15 09:39,1,1,1,32.571,32.571,82.927,1,1,,,,,,,160,1,0,0,52.781,0,1,9,1,"J'ai choisi 160 centimes du fait que je ne connais pas la somme que mes camarades vont donner. Cependant avec 160 centime je suis sur d'̻tre dans le positif quoi qu'il arrive et repartirai donc avec une somme honorable bien qu'il est possible qu'une personne avide d'argent n'est donn̩ que 1centime par exemple !  / J'ai compris qu'il fallait penser au groupe et au fait que chacun pourrai gagner une somme d'argent mais en me rassurant sur le fait que je garde un petit b̩n̩fices pour moi (si jamais comme je le disais plus haut une personne ""vicieuse"" se permettrait de vouloir gagner 8��� ou plus.)",1,7,7,9,9,5,9,9,7,8,9,8,8,6,7,9,3,6,6,8,7,9,6,4,8,5,8,7,8,3,1,5,8,1,6,0,0,0,3,6,2,1,2,1,2,"Cette ̩tude essaye de montrer que si l'on prend une d̩sicion, notre comprtement via les questions suivantes seront g̩n̩r̩es par cette d̩cision.",Je pense qu'il y a une tromperie dans cette exp̩rience : celle de mettre le doute lors du choix de la somme d'argent.,4,4,4,4,76,1,"France, Haute-Savoie (74)",3,45.17149353,5.722396851,-1
R_pbzqW9oMkmRbrUd,Default Response Set,Anonymous,,,195.221.44.28,0,9/14/15 14:10,9/14/15 15:26,1,1,1,0,0,68.987,0,1,,,,,,,400,1,0,0,14.906,0,1,5,5,"D'apr̬s ce que j'ai compris de l'̩nonc̩, il me semblait que choisir cette somme permettait �� chacun d'entre nous de recevoir une somme ̩gale. Aucun d'entre nous n'est sens̩ recevoir plus d'argent qu'un autre et cela me semble plus juste ̩tant donn̩ que nous effectuons ensemble la m̻me et exacte t̢che.",1,9,1,4,7,6,8,8,7,5,5,7,3,4,8,5,3,7,7,9,9,9,9,5,8,1,7,1,5,1,3,2,7,4,4,4,0,4,2,7,2,1,3,2,2,"Cette ̩tude peut avoir pour but de d̩montrer l'influence que peut avoir notre personnalit̩ sur notre prise de d̩cision, notamment si cette d̩cision implique un int̩r̻t personnel et d'autres personnes.","Je soup̤onne que nous recevions tous la m̻me somme au final, quel que soit notre prise de d̩cision.",4,4,5,6,76,2,"26000 Valence, FRANCE",3,45.17149353,5.722396851,-1
R_pKLe2eZdIbLf4eR,Default Response Set,Anonymous,,,195.221.44.2,0,9/14/15 09:15,9/14/15 09:37,1,1,1,0,0,199.232,0,1,,,,,,,11,1,0,0,25.184,0,1,9,1,Je ne sais pas. Je n'ai pas suffisamment eu le temps de r̩fl̩chir. Je me suis r̩f̩r̩ au montant lu dans la consigne.,1,8,6,8,3,5,5,6,5,6,6,6,4,6,6,5,2,3,4,4,4,6,5,3,6,1,3,3,2,6,3,5,8,1,10,0,0,5,4,7,2,3,2,2,2,Essai de montrer la diff̩rence entre attitude et comportement. En mesurant le type de personnalit̩ du sujet et les prises de d̩cisions,"Doute sur le fait d'interagir avec d'autres personnes , doutes sur la ""cagnote de 4e""",3,6,3,4,72,2,Grenoble France,0,45.17149353,5.722396851,-1
R_PMU7s3E99qeUxO1,Default Response Set,Anonymous,,,195.221.44.24,0,9/14/15 14:10,9/14/15 15:27,1,1,1,0,0,89.046,0,1,,,,,,,400,1,0,0,8.346,0,1,1,5,"J'ai choisi 400cts car le choix que je faisais m'importait peu, l'argent n'est pas ma motivation, le partage est ma vocation.",1,5,5,9,7,5,7,8,6,2,1,1,1,1,6,2,9,9,7,9,9,9,9,8,7,6,7,3,9,1,1,5,3,1,0,0,1,5,9,8,1,3,3,2,2,"C'est la prise de d̩cision qui est observ̩, mais je ne vois pas vraiment ce qui est cherch̩ �� ̻tre d̩montr̩, pour le reste je vois bien les proc̩dures et les ̩tapes du test.",non,2,4,4,9,75,2,Dr̫me,0,45.17149353,5.722396851,-1
R_pn5blxsVpsVQLKN,Default Response Set,Anonymous,,,195.221.44.11,0,9/9/15 09:10,9/9/15 09:41,1,1,1,0,0,53.835,0,1,400,1,0,0,7.932,0,,,,,,,1,9,2,"Je souhaitais r̩partir l'argent que l'on pouvait gagner ̩galement, afin que tout le monde soit content et je n'ai pas envie de m'attirer les foudres de mes camarades.",1,8,1,9,3,8,3,8,7,3,5,2,5,6,5,6,3,7,4,9,9,9,9,8,9,1,6,7,7,2,2,2,6,3,0,0,0,0,4,8,3,2,1,2,2,"Je pense qu'elle tente de faire ressortir les relations qu'on chaqun avec les autres individus, qu'ils nous soient connus ou inconnus. Etablir des statistiques pour montrer si l'humain est plut̫t de nature collective ou individualiste. Elle tente de le montrer en nous mettant dans des situations et voir quelle d̩cision nous prenons. Ou alors c'est seulement des questions sur comment on pense ̻tre. D'ailleurs c'est assez difficile d'̩mettre un jugement sur nous m̻me, parfois la vision que l'on a de nous m̻me n'est pas la m̻me que les autres ont sur nous.","Comme je l'ai dit pr̩c̩demment, c'est assez compliqu̩ d'avoir un regard objectif sur nous m̻me. Devant un ̩cran d'ordinateur on peut prendre des d̩cisions que l'on aurait pas prit dans la vraie vie. Et le regard que nous avons sur nous-m̻me n'est pas forc̩ment le m̻me que les autres ont sur nous !",7,9,7,9,76,1,Bonneville (74),2,45.17149353,5.722396851,-1
R_POpd1q1zXCNQaFX,Default Response Set,Anonymous,,,195.221.44.24,0,9/15/15 13:57,9/15/15 14:23,1,1,1,0,0,41.015,0,1,,,,,,,400,1,0,0,5.098,0,1,9,1,Car je fais confiance aux autres,1,6,3,8,6,5,4,4,7,4,1,5,4,1,3,6,6,7,7,9,9,7,7,8,9,4,7,3,4,5,6,8,1,1,0,0,0,0,8,10,3,2,3,2,1,L'̩tude essaie de montrer l'individualisme ou non de l'individu,non,7,9,5,9,78,1,France  Dr̫me,1,45.17149353,5.722396851,-1
R_PRmppeuHKO7cmcN,Default Response Set,Anonymous,,,195.221.44.25,0,9/15/15 16:30,9/15/15 16:45,1,1,1,0,0,64.642,0,1,0,1,0,0,10.786,0,,,,,,,1,9,1,Si j'ai bien compris on risque de gagner plus en ne contribuant pas �� la cagnotte commune,1,7,2,8,2,6,7,4,9,8,2,4,1,1,8,2,9,7,4,8,1,9,8,3,9,1,2,2,8,1,8,5,6,1,0,0,0,2,8,9,1,3,1,2,1,"A mon avis cette ̩tude vise �� montrer comment les gens appr̩hendent les inconnus, en cherchant �� d̩celer la m̩fiance ou au contraire l'abus de confiance l�� o�_ cela n'est pas ̩vident","a mon avis cette ̩tude ne porte pas sur la prise de d̩cision, ou alors pas seulement.",2,6,4,5,73,1,"France, Angers, 49",2,45.17149353,5.722396851,-1
R_Q4Z1bM8CzpoMeGZ,Default Response Set,Anonymous,,,195.221.44.2,0,9/9/15 16:39,9/9/15 17:00,1,1,1,0,0,70.031,0,1,,,,,,,11,1,0,0,25.553,0,1,9,6,je ne sais pas vraiment... j'ai vu le temps s'̩couler et je me suis d̩cid̩.  / je n'ai pas bien compris le calcul du d̩but...,1,7,4,9,5,9,5,6,4,1,3,1,2,3,2,1,7,9,4,9,4,4,4,7,4,5,1,9,9,2,6,9,2,1,10,1,0,1,4,7,3,3,3,1,2,je trouve que cette ̩tude est vraiment int̩ressante mais on ne comprend pas vraiment ce que l'on rapporte lorsqu'on donne pour le groupe. ?,non,9,7,9,4,71,2,grenoble 38,0,45.17149353,5.722396851,-1
R_qDh8xOK5Iky8icN,Default Response Set,Anonymous,,,195.221.44.22,0,9/16/15 12:55,9/16/15 14:28,1,1,1,0,0,71.901,0,1,400,1,0,0,13.205,0,,,,,,,1,9,1,"J'ai fait le choix d'allouer le montant maximal, en esp̩rant que les 2 autres personnes fassent de m̻me, pour que chaque personne du groupe puisse partir avec 8euros, et non pas qu'une personne parte avec plus d'argent qu'une autre. / J'ai aussi pris ce risque car l'̩tude ne concernait pas un montant important... Je pense que ma r̩action n'aurai pas ̩t̩ la m̻me si le risque ̩tait plus important.",1,5,4,9,3,9,7,8,9,5,7,3,3,2,3,5,8,2,1,8,6,8,5,4,4,2,6,4,1,2,1,2,4,1,0,0,0,0,2,8,3,3,3,1,2,"Je pense que l'̩tude essaie de montrer le niveau de confiance que l'ont peut avoir envers des personnes inconnues, lorsqu'il y a un enjeu (m̻me si ici il est minime).",Non,2,4,9,5,78,2,France 73200,3,45.17149353,5.722396851,-1
R_QfS4ouUOVwidRXH,Default Response Set,Anonymous,,,195.221.44.5,0,9/10/15 15:23,9/10/15 15:51,1,1,1,0,0,84.475,0,1,400,1,0,0,8.077,0,,,,,,,1,9,1,"Si chacun prend la m̻me d̩cision que moi, le groupe en b̩n̩ficiera. J'ai d̩cid̩ de faire confiance aux autres membres du groupe, bien que cela puisse m'̻tre d̩favorable (j'ai reconnu le probl̬me type ""dilemme du prisonnier""). / Dans le cas o�_ les autres suivent cette m̻me d̩cision, notre coop̩ration nous aura ̩t̩ globalement b̩n̩fique. Dans le cas contraire, j'aurai agi de la fa̤on la plus rationnelle �� mon sens -- le reste ne d̩pend pas de moi.",1,7,4,6,5,9,1,5,7,4,3,3,4,2,3,3,3,5,4,7,5,6,5,3,6,2,2,2,4,3,4,4,5,1,0,0,0,0,4,7,3,3,3,2,2,"J'imagine que cette ̩tude essaie de montrer de quelle mani̬re nous composons notre int̩r̻t personnel avec l'int̩r̻t collectif. / Premi̬re r̩ponse possible : ""si je garde tout pour moi, cette somme me reviendra quoi qu'il arrive et quelle que soit la d̩cision des autres. Si je donne tout au groupe, la somme que je recevrai ne d̩pendra pas de moi. Pour finir, si je garde tout mon argent pour moi, je profiterai tout de m̻me de l'argent que les autres donneront au groupe, donc j'ai tout int̩r̻t �� garder mon argent."" / Deuxi̬me r̩ponse possible : ""Si tout le monde raisonne ̩go��stement, chacun aura quatre euros en poche �� la fin de l'exp̩rience. Si tout le monde coop̬re, chacun aura huit euros en poche �� la fin de l'exp̩rience. Je dois faire confiance �� la coop̩ration de mes partenaires pour que plus d'argent soit donn̩ au groupe."" / J'ai choisi la deuxi̬me r̩ponse, mais je dois reconnątre que les sommes impliqu̩es ̩taient faibles. Si ma maison ou ma voiture ̩taient en jeu, j'aurais sans doute choisi une r̩ponse interm̩diaire, un peu plus s��re (j'aurais gard̩ la moiti̩ de l'argent, par exemple).",Je n'ai pas ̩t̩ vraiment certain que l'argent donn̩ �� la fin de l'̩tude soit vraiment variable. Peut-̻tre que chacun recevra la m̻me somme �� la fin de l'̩tude.,5,4,4,2,74,1,"France, Vaucluse, Avignon",0,45.17149353,5.722396851,-1
R_Qj4MTE6tSaCXQBP,Default Response Set,Anonymous,,,195.221.44.27,0,9/9/15 14:04,9/9/15 14:31,1,1,1,0,0,74.247,0,1,,,,,,,200,1,0,0,23.227,0,1,9,2,Afin d'essayer de r̩partir au mieux les sous,1,7,4,8,5,6,3,7,8,6,3,6,2,1,5,2,8,7,6,7,8,4,9,8,8,4,7,7,3,2,3,3,3,1,1,1,0,0,7,8,3,2,1,1,2,Cette ̩tude semble avoir pour but d'analyser les raisons qui poussent les participants �� prendre telle ou telle d̩cision. Elle examine nos comportements en fonction de la confiance qu'on accorde aux autres ou non.,non,6,2,3,5,76,2,38 France,1,45.17149353,5.722396851,-1
R_qy0V7pcDEAKNOO5,Default Response Set,Anonymous,,,195.221.44.11,0,9/10/15 14:24,9/10/15 14:42,1,1,1,0,0,70.577,0,1,,,,,,,200,1,0,0,14.261,0,1,5,1,"Montant moyen, tout le groupe b̩n̩ficie d'une somme sans que mon choix ne me p̩nalise beaucoup",1,3,4,7,6,8,6,6,6,6,5,3,8,2,4,3,8,8,9,9,8,5,6,9,9,3,8,7,6,4,4,8,7,1,0,0,0,0,7,8,1,3,1,2,2,Cette ̩tude essaie de nous montrer la place que l'on occupe par rapport aux personnes qui nous entourent (inconnus ou non) en nous posant des questions sur notre ressenti,non,6,3,6,2,76,2,"France, 06 (St Paul de Vence)",1,45.17149353,5.722396851,-1
R_s85mkjvLjOLiuid,Default Response Set,Anonymous,,,195.221.44.27,0,9/9/15 11:14,9/9/15 11:39,1,1,1,0,0,57.704,0,1,,,,,,,400,1,0,0,37.159,0,1,9,1,"J'ai pr̩f̩r̩ faire privil̩gier tout le groupe dans un esprit de solidarit̩.  / Egalement, la diff̩rence de 2 euros entre les 8 euros que je gagne si je mets le groupe en avant et les 10 euros que je gagne si je d̩cide de jouer personnellement m'a parut minime.",1,5,2,8,9,5,3,8,9,6,3,4,2,1,7,1,7,9,5,9,9,8,9,6,9,2,6,9,7,2,4,5,5,1,0,2,0,0,6,6,3,2,3,2,2,Je pense que l'̩tude actuelle tente de d̩couvrir comment les individus prennent leurs d̩cisions lorsqu'ils sont face �� un choix qui privil̩gie soit leur int̩r̻t propre soit l'int̩r̻t commun d'un groupe. L'important je pense est de voir en combien de temps ils ont fait un choix : a-t-il ̩t̩ facile �� faire ou difficile?,non,6,2,6,6,76,2,Grenoble 38,0,45.17149353,5.722396851,-1
R_sRb1FdMWJjK2qpr,Default Response Set,Anonymous,,,195.221.44.5,0,9/10/15 14:21,9/10/15 14:38,1,1,1,0,0,132.866,0,1,80,1,0,0,13.033,0,,,,,,,1,9,5,J'ai d̩cid̩ d'allouer le montant choisi car je voulais gagner le plus possible,1,5,1,9,3,9,9,7,9,9,1,4,1,1,9,1,7,4,8,7,7,3,3,9,5,1,1,1,1,5,3,5,1,1,0,0,0,0,5,7,2,3,2,2,2,Je pense que l'̩tude actuelle essaie de montrer la fa̤on dont nous prenons des d̩cisions.,non,4,7,2,7,75,1,"Saint Gingolph, haute-savoie",0,45.17149353,5.722396851,-1
