V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_10wn8phTxQp03uT,Default Response Set,Anonymous,,,195.221.44.2,0,9/10/15 15:23,9/10/15 15:44,1,1,1,0,0,61.458,0,1,200,1,0,0,13.1,0,,,,,,,1,9,5,Car je pense que les autres participants auront fait de m̻me.,1,5,8,9,4,6,7,8,5,4,6,7,4,6,9,1,5,5,4,6,4,3,5,8,4,5,4,2,5,5,5,3,3,1,15,1,0,2,1,4,2,1,3,1,2,"Je pense que cette ̩tude  cherche �� d̩montrer qu'une personne ayant une ""haute"" estime de ses comp̩tences et cherchant �� ̻tre plus performant que les autres est une personne qui ne donnera pas la totalit̩ de sa cagnotte afin de s'assurer d'avoir une r̩compense �� la fin; par manque de confiance en l'autre.",Non,2,2,2,2,75,2,"France, Grenoble",1,45.17149353,5.722396851,-1
R_12fklv00q4jmm2R,Default Response Set,Anonymous,,,195.221.44.4,0,9/11/15 12:51,9/11/15 13:21,1,1,1,0,0,132.671,0,1,,,,,,,0,1,0,0,24.98,0,1,9,1,J'ai vis̩ la somme la plus ̩lev̩e que je pouvais avoir pour moi-m̻me.,1,7,6,9,9,9,6,5,5,2,5,3,2,1,1,3,8,3,8,7,5,9,7,6,9,5,4,8,5,9,9,4,9,1,0,2,0,1,5,5,2,1,3,1,2,"L'̩tude actuelle tente de montrer si on privil̩gie notre int̩r̻t personnel ou plut̫t celui du groupe, l'int̩r̻t commun.",J'ai un doute sur le montant de la somme d'argent si on ne mise rien.,6,6,6,6,75,2,"France, Haute-Savoie",0,45.17149353,5.722396851,-1
R_1CkFqgjn89iTOuw,Default Response Set,Anonymous,,,195.221.44.4,0,9/14/15 09:04,9/14/15 09:28,1,1,1,9.997,29.903,67.841,2,1,,,,,,,0,1,0,0,43.528,0,1,9,1,pour gagner le plus d'argent,1,2,2,9,9,3,4,4,6,6,9,6,8,8,6,2,2,6,7,7,6,2,5,7,2,9,8,9,4,9,6,9,9,1,15,3,0,5,1,1,2,1,2,1,2,Je pense que l'̩tude essaie de montrer dans quelle mesure les gens sont pr̬s �� se montrer g̩n̩reux ou pas.  / Je ne sais pas comment elle tente de le montrer,Je pense que les personnes pr̩sentent dans la salle n'int̩ragissaient pas r̩ellement avec moi.,9,6,9,5,74,2,France 38130,0,45.17149353,5.722396851,-1
R_1db69InFItP3w6g,Default Response Set,Anonymous,,,195.221.44.27,0,9/10/15 11:00,9/10/15 11:39,1,1,1,0,0,81.165,0,1,,,,,,,400,1,0,0,32.335,0,1,9,1,"J'ai choisis ce montant car comme dit pr̩c̩dement, si je garde mes 4 euros et que les autres participants donnent leurs 4 euros, j'obtiendrais 10 euros.",1,7,4,9,8,9,4,7,6,6,2,6,2,1,2,2,9,8,7,9,9,8,8,8,6,7,7,8,7,4,5,5,7,1,0,0,0,0,6,8,2,3,3,1,2,"L'̩tude est sur la prise de d̩cisions, d'abord sur le point o�_ nous devons choisir une somme d'argent, dans l'interet du groupe et dans notre propre interet, puis nous r̩pondons �� quelques questions pour voir nos moyens de prendre partit �� une situation de la vie de tout les jours, �� des sentiments envers la soci̩t̩ etc.",non,6,2,7,9,77,2,"France, 38",2,45.17149353,5.722396851,-1
R_1ddgO4kZqaTIn0z,Default Response Set,Anonymous,,,195.221.44.17,0,9/10/15 15:06,9/10/15 15:43,1,1,1,0,0,82.703,0,1,0,1,0,0,19.754,0,,,,,,,1,9,1,J'ai choisi d'allouer ce montant �� cause du manque de temps et en pensant que si les autres feraient le contraire cela serait b̩n̩fique pour moi.,1,7,2,8,7,6,3,4,8,6,4,5,4,2,5,2,6,7,8,7,8,7,6,8,9,6,6,7,4,6,4,2,7,1,0,0,0,0,7,8,3,3,1,2,2,"Je pense que cette ̩tude essaye de montrer si l'individualisme ̩volue dans la solci̩t̩ et si oui dans quel sens. Pour moi, elle tente de le montrer gr̢ce �� l'opinion d'inconnus choisis au hasard sur les autres et sur eux-m̻mes.",non,5,4,4,5,77,2,Voiron (Is̬re) FRANCE,4,45.17149353,5.722396851,-1
R_1DN2sEIAb1JZ5z7,Default Response Set,Anonymous,,,195.221.44.24,0,9/10/15 16:33,9/10/15 16:57,1,1,1,14.325,14.674,46.135,2,1,40,1,0,0,9.381,0,,,,,,,1,9,1,"J'ai choisi de donner peu pour maximiser mon b̩n̩fice personnel.  / J'ai donn̩ 40 centimes plut̫t que z̩ro par ce que je voulais voir ce que ̤a faisait de participer, et que je me serais senti tr̬s ̩go��ste si je n'avais strictement rien donn̩.",1,9,5,9,8,7,7,9,8,2,5,2,1,1,6,6,2,9,7,8,9,9,8,8,7,1,1,7,2,1,1,5,1,1,5,1,0,1,7,8,3,2,3,2,1,Quelle est notre tendance �� ̻tre altruiste/non altruiste. Surement un peu plus loin que ̤a mais j'ai la flemme de r̩fl̩chir^^,non,5,3,2,4,75,1,"France, St julien de l'herms (38)",2,45.17149353,5.722396851,-1
R_1dnpWkHtxVMzNkz,Default Response Set,Anonymous,,,195.221.44.2,0,9/11/15 12:50,9/11/15 13:24,1,1,1,0,0,89.078,0,1,400,1,7.774,7.774,9.901,1,,,,,,,1,9,1,"J'ai d̩cid̩ de verser l'int̩gralit̩ de ma cagnotte personnelle car je fais confiance au bon sens des autres participants. Il me semble en effet plus profitable que tout le monde obtienne 8���, ainsi personne ne sera l̩s̩.",1,8,9,9,9,8,6,8,9,8,8,8,9,8,8,8,1,6,1,8,8,5,8,8,7,3,3,4,6,6,7,7,6,1,0,0,0,0,6,8,3,3,2,1,2,"Selon moi, cette ̩tude vise �� identifier les facteurs pris en compte par un individu lors d'une prise de d̩cision, ici en l'occurrence une d̩cision �� propos d'argent. Le fait d'̻tre avec un groupe d'individus inconnus aide la prise de d̩cision, car elle est plus objective.  / Il est ̩galement possible de trouver certaines contradictions entre la prise de d̩cisions d'un individu et les r̩ponses qu'il aura pu donner lors des s̩ries de questions.",Non,5,2,4,6,74,1,"Berre l'Etang, France",1,45.17149353,5.722396851,-1
R_1Eb3BXTkNB6rkxz,Default Response Set,Anonymous,,,195.221.44.25,0,9/10/15 15:06,9/10/15 15:57,1,1,1,11.081,104.309,108.114,4,1,,,,,,,400,1,0,0,40.88,0,1,9,1,"J'ai choisie le montant en pensant en premier temps �� l'int̩r̻t de l'ensemble du groupe. Je l'ai ̩galement choisi par rapport �� mes propres valeurs qui me conduirait, dans un choix contraire, �� un sentiment de culpabilit̩ vis �� vis des autres personnes du groupe.",1,8,3,9,8,8,5,8,9,5,1,3,1,5,5,1,5,9,2,8,9,9,8,9,6,1,1,6,7,1,2,1,7,1,0,0,0,0,5,8,3,2,3,2,2,Je pense que cette ̩tude tente de montrer l'importance du groupe et d'autrui pour chaque individu et le niveau de confiance entre ̻tre humain. Je pense que cette ̩tude essaye de le montrer par le comportement des individus face �� l'argent et le collectif.,j'ai eu des doutes quant �� la r̩alit̩ de la remise d'argent en fonction des d̩cisions de l'ensemble du groupe.,5,2,2,5,77,2,69600,0,45.17149353,5.722396851,-1
R_1ergCYvcZuJKfT2,Default Response Set,Anonymous,,,195.221.44.17,0,9/9/15 09:10,9/9/15 09:43,1,1,1,16.528,90.694,94.716,6,1,376,1,0,0,13.27,0,,,,,,,1,9,1,"J'ai choisi ce montant parce qu'ainsi tout le groupe b̩n̩ficiera de cet argent, je trouve cela plus juste.",1,9,9,8,8,7,3,5,8,9,9,6,3,5,9,9,2,7,5,9,9,6,8,8,8,4,6,8,7,2,2,4,7,1,2,2,0,0,3,8,3,2,1,1,2,"J'imagine que le but de cette ̩tude est de voir si lorsque des personnes sont dans leur intimit̩ et qu'elles peuvent plus ou moins choisir le montant qu'elles peuvent gagner, elles d̩cident de partager ou de garder un maximum d'argent. De plus, elle permet gr̢ce aux questions d'en savoir plus sur le mode de fonctionnement de ces personnes.",Non.,3,6,2,4,77,2,"France, Grenoble (38)",4,45.17149353,5.722396851,-1
R_1ez9jU6oyAM4WTc,Default Response Set,Anonymous,,,195.221.44.3,0,9/15/15 16:29,9/15/15 16:48,1,1,1,0,0,82.49,0,1,,,,,,,50,1,0,0,47.054,0,1,9,1,pour perdre le moins possible et car on ne sait pas combien vont donner les autres donc pas sur qu'ils donnent tous 4euros.,1,5,8,7,7,6,5,8,6,6,4,6,3,4,6,3,6,7,7,6,7,8,7,7,8,3,3,5,5,2,7,4,5,1,3,1,0,3,2,5,2,3,3,1,2,prise de d̩cision face �� l'argent en sachant que ̤a implique d'autres personnes. Confiance ou non face aux autres voir en quoi ca interagi dans nos d̩cisions,ne nous dis pas le but r̩el,5,4,4,4,77,2,Grenoble,0,45.17149353,5.722396851,-1
R_1FD7goTXkmBtZjK,Default Response Set,Anonymous,,,195.221.44.17,0,9/14/15 12:56,9/14/15 13:22,1,1,1,0,0,65.891,0,1,,,,,,,240,1,0,0,33.742,0,1,9,6,J'ai mis̩ �� peu pr̩s la moiti̩ de la somme du d̩part pour ne pas trop perdre,1,6,4,9,4,9,1,6,7,6,6,8,4,5,5,2,5,5,3,9,6,6,2,8,5,2,9,1,4,1,4,9,9,1,20,1,0,1,6,9,2,1,2,1,2,Elle cherche a montr̩ la prise de d̩cisions lorsque nous sommes en comp̩tition. Si le fait qu'il y ai d'autre monde autours de nous va nous influencer dans notre prise de d̩cision.,"Il n'y a peut-̻tre pas d'autre ""collaborateur"" avec nous, les ""3"" indiqu̩ sont peut ̻tre juste l'ordinateur",9,6,2,9,75,2,France 73,2,45.17149353,5.722396851,-1
R_1fkM30sb2YQikns,Default Response Set,Anonymous,,,195.221.44.2,0,9/9/15 15:25,9/9/15 15:47,1,1,1,0,0,86.551,0,1,400,1,0,0,29.726,0,,,,,,,1,9,1,Car selon moi comme cet argent n'est pas encore �� moi je peux le risquer et permettre a tous de repartir avec un peu plus d'argent,1,7,9,9,7,7,5,5,8,9,3,7,1,5,9,6,9,6,6,7,9,9,7,3,6,1,2,3,3,4,3,1,2,1,15,1,0,4,2,9,3,2,3,2,2,La confiance que l'on peut donner aux inconnus selon notre caract̩re et exp̩riences pass̩es,non,9,6,2,6,72,2,14,1,45.17149353,5.722396851,-1
R_1FLGNj0Fcccgylm,Default Response Set,Anonymous,,,195.221.44.8,0,9/11/15 14:02,9/11/15 14:28,1,1,1,0,0,62.961,0,1,245,1,0,0,11.179,0,,,,,,,1,9,1,Pour voir si je suis trop  gentil :),1,9,8,9,4,9,9,8,8,4,9,1,8,5,5,8,4,5,9,5,3,8,5,7,5,1,6,5,2,4,2,5,5,2,10,3,0,3,3,8,2,3,3,1,2,la confiance ou pas dans un groupe ou plutot penser a ses interet personnel dans un groupe que l'on connait pas.,non,3,6,2,5,71,1,aix les bains france,0,45.17149353,5.722396851,-1
R_1gBFfoGnymIl9XK,Default Response Set,Anonymous,,,195.221.44.27,0,9/14/15 16:27,9/14/15 16:41,1,1,1,0,0,15.681,0,1,,,,,,,400,1,0,0,2.94,0,1,9,1,car je fais confiance aux autres personnes et que je ne perds pas grand chose �� le faire,1,7,4,8,9,9,7,7,9,6,8,2,9,1,8,2,9,8,9,9,9,6,9,8,8,2,8,7,8,4,2,9,7,1,0,0,0,0,7,8,3,3,1,1,2,"Elle essaie de nous faire reflechir sur la soci̩t̩, sur l'isolation et le manque de confiance envers les autres qu'elle provoque. Savoir si ce que nous pensons si nous sommes altruiste est de meme pour la personne qui se trouve en face de nous.","J'ai mis ""ca depend"" pour certains (beaucoup) de cas, car j'estime avec la comp̩tence naturelle de pouvoir cern̩ les personnes en face de moi, et ainsi avoir la pretention de savoir que selon, le caract̬re, la culture, le parcours d'une personne, son attitude, on peut ou ne pas lui faire confiance.",2,9,7,9,77,1,VARCES 38760,1,45.17149353,5.722396851,-1
R_1GUKdUjGsr6Zizi,Default Response Set,Anonymous,,,195.221.44.28,0,9/15/15 16:29,9/15/15 16:50,1,1,1,0,0,185.757,0,1,400,1,0,0,8.909,0,,,,,,,1,9,1,"Car, selon moi, c'est le montant qui a le plus de probabilit̩ de faire gagner de l'argent �� l'ensemble du groupe. Je n'ai h̩sit̩ qu'entre 0 et 400 centimes car elles ̩taient �� mon sens les deux possibilit̩s qui me feraient gagner de l'argent, avec 400 rendant cela plus probable.",1,8,2,7,8,7,5,7,9,7,7,6,1,6,8,3,4,5,6,7,8,7,8,6,8,1,6,7,8,1,2,2,6,1,0,0,0,0,8,8,1,2,1,2,2,"Je pense que l'̩tude tente de montrer notre capacit̩ �� faire, ou �� ne pas faire confiance �� d'autres personnes, ainsi que notre volont̩ �� partager avec d'autres personnes de mani̬re ̩quitable ou �� pr̩ferer se favoriser soi-m̻me, et ce en mettant en jeu de l'argent (ce qui �� priori int̩resse la plupart de ̻tres humains)",Non,2,6,3,6,73,2,"Chamb̩ry (73), France",3,45.17149353,5.722396851,-1
R_1GvOK22wrjUltHo,Default Response Set,Anonymous,,,195.221.44.2,0,9/16/15 16:09,9/16/15 16:32,1,1,1,0,0,78.862,0,1,400,1,0,0,12.047,0,,,,,,,1,5,1,"Parce que je n'ai pas particuli̬rement besoin de ces quatre euros, je peux les donner.",1,8,9,9,7,9,5,5,9,6,4,4,4,1,1,6,6,9,9,6,9,9,9,7,7,3,3,3,8,4,9,9,7,1,0,0,0,0,5,7,1,3,1,1,2,"La seule prise de d̩cision qu'il faut que je prenne ici c'est de cocher telle ou telle case... Le terme de confiance revient souvent et l'histoire de cagnotte au d̩but du questionnaire semble montrer que l'exp̩rience se base sur notre prise de d̩cision �� faire confiance ou non, de s'int̩resser �� notre int̩r̻t personnel ou collectif, �� des inconnus.",Le fait qu'il faille avoir des suspicions provoque en moi une onde de suspicion...,9,7,9,7,76,2,Dr̫me,0,45.17149353,5.722396851,-1
R_1hAcNFdLbBwSmJp,Default Response Set,Anonymous,,,195.221.44.3,0,9/14/15 09:05,9/14/15 09:32,1,1,1,0,0,54.464,0,1,,,,,,,307,1,0,0,19.154,0,1,9,5,pour que l'argent soit reparti plus ̩quitablement dans le groupe,1,5,1,5,6,6,3,6,4,5,5,5,2,1,6,3,7,8,5,9,9,8,8,6,8,7,6,9,6,3,6,7,6,1,8,1,0,6,7,8,1,2,3,2,2,savoir si on pref̬re gagner moins mais plus que les autres ou si on pref̬re gagner plus mais �� meme hauteur que les autres.,non,4,5,2,3,74,2,Annecy- haute savoie,0,45.17149353,5.722396851,-1
R_1hVWl8eSumTY32s,Default Response Set,Anonymous,,,195.221.44.27,0,9/10/15 15:24,9/10/15 15:45,1,1,1,0,0,99.539,0,1,,,,,,,200,1,0,0,45.989,0,1,5,3,"Sans avoir fait de calcul, j'ai rapidement estim̩ que 200 semblait ̻tre un choix ̩quitable pour l'ensemble du groupe. Bien que j'aie envie de gagner plus, c'est le cas des autres, donc il est pr̩f̩rable de donner la somme qui donne �� peu pr̬s autant d'argent �� chacun.",1,9,4,9,8,7,6,8,7,2,1,2,3,1,7,7,2,3,5,8,9,5,7,7,9,1,2,8,2,6,5,2,2,1,0,0,0,0,4,7,3,3,2,2,2,"Je pense que cette ̩tude cherche �� montrer comment nous faisons des d̩cisions, notamment avec deux ̩l̩ments fondamentaux : l'argent et le temps. Le chronom̬tre agit comme un facteur de mise sous pression alors qu'on a tout notre temps, de plus, c'est de l'argent donc on y porte plus d'importance.",non,7,2,3,9,77,1,"Grenoble, Is̬re, France",0,45.17149353,5.722396851,-1
R_1Ig76d5MUxETVyI,Default Response Set,Anonymous,,,195.221.44.17,0,9/14/15 11:14,9/14/15 11:31,1,1,1,0,0,14.626,0,1,0,1,0,0,34.009,0,,,,,,,1,5,9,J'ai choisis une moyenne pour le groupe et un maximum personnellement car il n'est pas tr̬s ̩lev̩.,1,6,8,6,8,9,7,8,7,5,8,7,7,6,7,8,6,8,8,6,8,5,8,9,8,4,2,8,4,7,4,3,6,3,0,0,0,0,3,9,2,3,3,2,1,L'̩tude actuelle montre l'aspect g̩n̩ral de la vie active et des ̩l̩ments qui l'entourre. Elle montre aussi une moyenne de d̩cision sur les ̩l̩ments courants de la vie et au niveau de la confiance.,Non,4,3,5,2,73,1,"France, 38100",1,45.17149353,5.722396851,-1
R_1isduDaqHqs5syn,Default Response Set,Anonymous,,,195.221.44.2,0,9/10/15 16:32,9/10/15 16:56,1,1,1,0,0,69.938,0,1,,,,,,,200,1,0,0,19.154,0,1,9,1,"Pas de confiance dans les autres membres du groupe pour mettre 4 euros en jeu, toutefois assez de confiance pour penser que chacun mettra au moins 2 euros dans la cagnotte.",1,7,8,9,8,1,9,8,7,7,7,2,9,8,7,8,1,5,4,6,7,2,3,4,6,1,1,1,3,4,9,1,7,3,1,2,0,3,3,5,2,1,3,1,2,L'̩tude essaie s��rement de montrer si l'int̩r̻t du groupe passe avant l'int̩r̻t individuel entre inconnus,"Je doute ̻tre r̩ellement en comp̩tition avec d'autres personnes. D�� au fait de la r̩p̩tition du "" cette experience n'est pas une tromperie "" et �� ma suspicion d�� aux quelques exp̩riences d̩j�� effectu̩es ou ̩taient pr̩sent un comp̬re. Toutefois ce doute ne prend pas le dessus, si je devais donner une r̩ponse imm̩diatement, je n'ai pas assez d'indices pour indiquer que je ne passe pas l'exp̩rience avec d'autres personnes alors je dirais qu'il n'y aucune tromperie dans l'exp̩rience",5,2,2,2,72,1,Rouen - France,1,45.17149353,5.722396851,-1
R_1IzWD5vABWhpHdc,Default Response Set,Anonymous,,,195.221.44.25,0,9/9/15 13:57,9/9/15 14:36,1,1,1,0,0,74.94,0,1,3,1,0,0,41.827,0,,,,,,,1,2,1,"Ayant ̩t̩ prise par le temps j'ai choisi sans vraiment r̩fl̩chir au montant, ̩tant donn̩ qu'on avait 4 euros chacun, j'ai souhait̩ au hasard allou̩ 3 euros.",1,6,2,9,3,7,5,8,9,9,6,8,6,2,5,5,4,9,7,7,9,9,9,7,8,4,2,8,7,4,7,2,9,1,0,3,0,0,2,8,2,3,3,1,2,Cette ̩tude essaye de montrer la confiance par rapport �� la prise de d̩cision que l'on peut accorder dans un groupe d'inconnu. Elle tente de le montrer �� travers diverses questions sur soi-m̻me.,Non,4,4,2,6,74,2,France (38000),1,45.17149353,5.722396851,-1
R_1JJj0oSwo8vIbxG,Default Response Set,Anonymous,,,195.221.44.28,0,9/16/15 14:05,9/16/15 14:20,1,1,1,0,0,54.727,0,1,,,,,,,400,1,0,0,22.505,0,1,9,1,"J'ai choisie de donner la totalit̩ du montant pour que tout le monde est la m̻me somme finale, je l'ai fait en esperant que les autres ont pensaient de la m̻me mani̬re en privil̩giant le  groupe plut̫t que lui m̻me. Il y a plus de satisfaction a retirer d'un mouvement de groupe que de garder tout pour soi.",1,8,5,9,8,5,7,6,5,2,1,1,3,1,6,3,9,8,3,8,9,6,8,9,8,7,9,9,9,7,2,6,9,1,0,1,0,0,4,8,2,1,3,2,2,"Je pense que l'̩tude essaie de monter si notre soci̩t̩ et les individus qui la compose vivent en groupe/ en communaut̩ qui s'entraide et veille au bien de tous ou si l'on est dans une soci̩t̩ individualiste ou le ""chacun pour soi"" est une r̬gle de survie.",Non,3,6,4,4,75,2,France - Dr̫me 26,1,45.17149353,5.722396851,-1
R_1jkBmChQbTABNI4,Default Response Set,Anonymous,,,195.221.44.28,0,9/9/15 11:17,9/9/15 11:34,1,1,1,0,0,67.589,0,1,400,1,0,0,7.803,0,,,,,,,1,9,5,"J'ai d̩cid̩ de donner la totalit̩ de ma cagnotte dans l'optique que si mes camarades donnent aussi l'int̩gralit̩ de leur argent, nous pourrons tous avoir notre mise doubl̩e, c'est �� dire 8euros.",1,6,8,8,8,7,7,6,6,6,5,6,5,4,3,3,8,6,6,7,8,6,7,8,9,6,8,8,8,5,7,8,6,1,15,1,0,0,6,9,1,3,1,1,2,"Je pense qu'il s'agit de voir le niveau de comp̩tivit̩ entre chacun des membres. Si la personne veut �� tout prix gagner de mani̬re solitaire, elle ne fera pas les m̻mes choix qu'une personne qui souhaite faire gagner �� titre ̩gal les autres participants.",Sommes-nous vraiment en comp̩tition les uns avec les autres au d̩but de l'exp̩rience ?,2,5,3,5,72,2,France / Grenoble,1,45.17149353,5.722396851,-1
R_1JOygTyLpIDW7xI,Default Response Set,Anonymous,,,195.221.44.25,0,9/10/15 08:57,9/10/15 13:26,1,1,1,0,0,68.942,0,1,400,1,0,0,18.546,0,,,,,,,1,9,1,parce-que c'est une strat̩gie gagnant-gagnant il me semble,1,7,2,8,7,1,1,6,4,6,8,5,1,1,5,4,5,7,8,6,6,6,8,6,6,5,3,6,4,9,5,7,8,2,6,6,0,2,8,10,2,1,1,2,1,"L'̩tude montre quelle strat̩gie les humains adoptent dans la comp̩tition dans notre soci̩t̩ marchande ̩tant donn̩ que nous ne jouons pas avec des jetons, ici l'int̩r̻t est de gagner le maximum d'argent. L'̩tude tente de montrer comment la personnalit̩ est li̩e aux prises de d̩cisions lorsque celles-ci engagent une strat̩gie personnelle au sein d'un groupe. Enfin notre personnalit̩ influence aussi comment nous percevons les autres et ainsi nos d̩cisions plus ou moins subjectives puisque notre soci̩t̩ est effectivement en comp̩tition. Mais pensez-vous que la psychologie est tellement int̩ressante �� c̫t̩ de l'̩conomie...? ! pour finir sur un brin d'humour cynique.","Des doutes sur la mise en relation d'autrui de mani̬re al̩atoire, �� quoi ̤a sert ? Je n'ai pas compris.",4,5,3,6,72,1,grenoble,0,45.17149353,5.722396851,-1
R_1jV5v5sNPHDJIOn,Default Response Set,Anonymous,,,195.221.44.8,0,9/14/15 16:19,9/14/15 16:40,1,1,1,0,0,105.438,0,1,165,1,6.47,6.47,10.205,1,,,,,,,1,9,1,J'ai choisi ce montant car je trouve int̩ressant de donner une partie de mes gains a une association qui en a plus besoin tout en gardant une partie pour moi personnellement. Cela me parąt assez juste,1,5,7,9,5,9,7,7,9,8,9,6,7,7,7,6,1,6,3,7,7,3,4,4,5,2,2,3,2,3,4,1,7,1,0,0,0,0,3,5,2,1,2,2,2,"Je la trouver personnellement assez int̩r̩ssente. elle s'attache a d̩crire plusieurs ph̩nom̬nes tels que la vie en soci̩t̩, son ̩volution montrer le degr̩ d'indivualisme de la soci̩t̩, peut-̻tre en comparant avec une autre ̩poque","Bizarre certaines questions au d̩but, difficile de comprendre le rapport avec le th̬me de prime abord",5,4,6,4,78,1,Saillans France,0,45.17149353,5.722396851,-1
R_1jYOVIaP1VXHsOC,Default Response Set,Anonymous,,,195.221.44.5,0,9/9/15 13:59,9/9/15 14:34,1,1,1,0,0,152.613,0,1,81,1,0,0,22.594,0,,,,,,,1,5,3,J'ai donn̩ ce montant pour que tout le monde puisse avoir un peu d'argent tout en gardant un peu,1,5,4,6,7,8,4,6,8,4,6,5,4,4,6,4,6,7,7,9,7,6,7,8,7,4,5,7,4,5,5,4,7,3,3,1,0,1,5,8,3,3,1,2,2,Cette experience essaie de montrer la confiance que l'on peut accorder �� un ( ou des ) personne(s) / Et elle tente de le montrer �� travers des mises en situations comme celle de partager de l'argent avec 3 autres personnes du groupe,non,2,6,2,6,77,2,Is̬re (France),0,45.17149353,5.722396851,-1
R_1l0ROuBiG0mhU26,Default Response Set,Anonymous,,,195.221.44.2,0,9/10/15 12:28,9/10/15 13:21,1,1,1,0,0,64.05,0,1,397,1,0,0,14.055,0,,,,,,,1,9,1,J'ai choisi d'allouer 400 centimes car il mes semble int̩ressant que tout le monde gagne plus d'argent,1,5,2,9,7,2,5,3,6,6,7,3,4,3,6,6,5,8,6,9,7,8,7,9,9,4,9,7,8,2,7,4,5,1,2,0,4,1,5,8,1,3,2,2,2,"L'̩tude actuelle essaie de montrer comment ̩volue les mentalit̩s par rapport �� la confiance que l'on a avec autrui. Pour cela, les questions sont plus ou moins centr̩es sur nous m̻me et sur les relations que l'on a avec d'autres personnes, inconnues ou non.",non,4,4,2,6,77,2,"Montreux-Ch̢teau,90, France",0,45.17149353,5.722396851,-1
R_1LFlkgdXZ2MJeEl,Default Response Set,Anonymous,,,195.221.44.25,0,9/9/15 15:29,9/9/15 15:51,1,1,1,0,0,89.626,0,1,,,,,,,400,1,0,0,107.936,0,1,9,1,"afin d'obtenir un montant ̩quitable pour tous , j'ai d̩cid̩ de tout donner et j'esp̬re que mes coll̬gues ont pens̩ la m̻me chose",1,6,1,6,7,7,4,9,5,4,5,6,4,3,6,3,5,7,6,8,6,6,9,6,6,2,1,6,6,4,7,3,5,1,0,0,0,0,6,8,2,1,1,2,2,"l'̩tude actuelle essaie de montrer la confiance qu'un inconnu peut avoir en un autre inconnu , ceci en testant sa propre confiance en des inconnus",non,3,3,4,3,77,2,france 73,1,45.17149353,5.722396851,-1
R_1M4ANqyUPdB8cR8,Default Response Set,Anonymous,,,195.221.44.28,0,9/10/15 11:00,9/10/15 11:31,1,1,1,0,0,98.007,0,1,220,1,10.08,10.08,19.563,1,,,,,,,1,9,5,J'ai donn̩ la moiti̩ de mon argent car quand je gagne mon salaire je d̩cide d'offrir la moiti̩ �� mes proches et le reste pour moi,1,8,7,8,8,6,2,3,7,5,2,5,6,3,7,3,4,7,7,8,7,7,7,7,8,3,2,8,4,7,5,9,8,1,0,1,0,1,5,7,2,1,3,2,2,Cette ̩tude essaie de montrer - pour moi - comment les gens int̩ragissent entre eux dans une situation de partage collective gr̢ce �� cette mise en place d'une cagnotte commune,non,4,6,4,2,75,2,France 38,0,45.17149353,5.722396851,-1
R_1PcTZe5JVEDwtP7,Default Response Set,Anonymous,,,195.221.44.5,0,9/10/15 12:27,9/10/15 13:28,1,1,1,0,0,99.648,0,1,315,1,0,0,10.323,0,,,,,,,1,9,2,"Je ne m'attendais pas �� devoir choisir le montant en 10 secondes, je pense donc que la pr̩cipitation �� jou̩. Je n'ai pas eu le temps de faire de calcul. Je n'ai donc pas donn̩ �� la cagnotte ce que je pensais me rapporter le plus gros b̩nefice, mais ce que je pensais que les autres donneraient aussi, ni trop ni pas assez.",1,9,9,9,4,9,1,6,9,8,9,4,3,6,6,2,4,8,7,7,8,5,8,7,4,1,1,3,5,3,2,2,9,1,0,0,0,0,4,5,3,2,3,2,2,"Je pense que l'̩tude actuelle tente de d̩montrer si oui ou non les inconnus, selon notre point de vue, auraient tendance �� faire primer leur int̻ret sur le v̫tre. Pour cela, elle tente d'̩valuer �� quel point nous sommes nous m̻mes individualistes, pr̩occup̩s par nos int̻rets propres avant d'̩valuer comment nous pensons cela des autres.",non,6,2,6,2,77,1,"Pontcharra, Is̬re",0,45.17149353,5.722396851,-1
